steps,date,interval
0,15-10-2012,125
0,15-10-2012,130
0,15-10-2012,135
0,15-10-2012,140
0,15-10-2012,145
0,15-10-2012,150
0,15-10-2012,155
0,15-10-2012,200
0,15-10-2012,205
0,15-10-2012,210
0,15-10-2012,215
0,15-10-2012,220
0,15-10-2012,225
0,15-10-2012,230
0,15-10-2012,235
0,15-10-2012,240
0,15-10-2012,245
0,15-10-2012,250
0,15-10-2012,255
0,15-10-2012,300
0,15-10-2012,305
0,15-10-2012,310
0,15-10-2012,315
0,15-10-2012,320
0,15-10-2012,325
0,15-10-2012,330
0,15-10-2012,335
16,15-10-2012,340
0,15-10-2012,345
0,15-10-2012,350
0,15-10-2012,355
0,15-10-2012,400
11,15-10-2012,405
24,15-10-2012,410
0,15-10-2012,415
0,15-10-2012,420
0,15-10-2012,425
0,15-10-2012,430
0,15-10-2012,435
0,15-10-2012,440
0,15-10-2012,445
0,15-10-2012,450
0,15-10-2012,455
0,15-10-2012,500
0,15-10-2012,505
0,15-10-2012,510
0,15-10-2012,515
0,15-10-2012,520
0,15-10-2012,525
0,15-10-2012,530
0,15-10-2012,535
0,15-10-2012,540
0,15-10-2012,545
0,15-10-2012,550
0,15-10-2012,555
10,15-10-2012,600
0,15-10-2012,605
0,15-10-2012,610
0,15-10-2012,615
54,15-10-2012,620
0,15-10-2012,625
20,15-10-2012,630
0,15-10-2012,635
90,15-10-2012,640
0,15-10-2012,645
7,15-10-2012,650
0,15-10-2012,655
54,15-10-2012,700
20,15-10-2012,705
0,15-10-2012,710
0,15-10-2012,715
0,15-10-2012,720
64,15-10-2012,725
24,15-10-2012,730
0,15-10-2012,735
68,15-10-2012,740
43,15-10-2012,745
43,15-10-2012,750
81,15-10-2012,755
35,15-10-2012,800
133,15-10-2012,805
99,15-10-2012,810
22,15-10-2012,815
75,15-10-2012,820
72,15-10-2012,825
224,15-10-2012,830
786,15-10-2012,835
315,15-10-2012,840
264,15-10-2012,845
781,15-10-2012,850
757,15-10-2012,855
732,15-10-2012,900
686,15-10-2012,905
592,15-10-2012,910
119,15-10-2012,915
127,15-10-2012,920
21,15-10-2012,925
35,15-10-2012,930
0,15-10-2012,935
0,15-10-2012,940
78,15-10-2012,945
2,15-10-2012,950
0,15-10-2012,955
0,15-10-2012,1000
0,15-10-2012,1005
0,15-10-2012,1010
0,15-10-2012,1015
0,15-10-2012,1020
0,15-10-2012,1025
0,15-10-2012,1030
0,15-10-2012,1035
0,15-10-2012,1040
0,15-10-2012,1045
0,15-10-2012,1050
0,15-10-2012,1055
0,15-10-2012,1100
0,15-10-2012,1105
0,15-10-2012,1110
0,15-10-2012,1115
0,15-10-2012,1120
0,15-10-2012,1125
0,15-10-2012,1130
38,15-10-2012,1135
37,15-10-2012,1140
193,15-10-2012,1145
25,15-10-2012,1150
0,15-10-2012,1155
0,15-10-2012,1200
0,15-10-2012,1205
29,15-10-2012,1210
71,15-10-2012,1215
73,15-10-2012,1220
8,15-10-2012,1225
6,15-10-2012,1230
38,15-10-2012,1235
0,15-10-2012,1240
0,15-10-2012,1245
0,15-10-2012,1250
0,15-10-2012,1255
0,15-10-2012,1300
0,15-10-2012,1305
0,15-10-2012,1310
0,15-10-2012,1315
0,15-10-2012,1320
0,15-10-2012,1325
0,15-10-2012,1330
0,15-10-2012,1335
0,15-10-2012,1340
0,15-10-2012,1345
0,15-10-2012,1350
0,15-10-2012,1355
0,15-10-2012,1400
0,15-10-2012,1405
0,15-10-2012,1410
0,15-10-2012,1415
0,15-10-2012,1420
0,15-10-2012,1425
0,15-10-2012,1430
0,15-10-2012,1435
0,15-10-2012,1440
0,15-10-2012,1445
0,15-10-2012,1450
0,15-10-2012,1455
0,15-10-2012,1500
64,15-10-2012,1505
82,15-10-2012,1510
0,15-10-2012,1515
0,15-10-2012,1520
4,15-10-2012,1525
0,15-10-2012,1530
0,15-10-2012,1535
0,15-10-2012,1540
0,15-10-2012,1545
0,15-10-2012,1550
19,15-10-2012,1555
0,15-10-2012,1600
0,15-10-2012,1605
58,15-10-2012,1610
94,15-10-2012,1615
0,15-10-2012,1620
0,15-10-2012,1625
0,15-10-2012,1630
0,15-10-2012,1635
0,15-10-2012,1640
0,15-10-2012,1645
0,15-10-2012,1650
0,15-10-2012,1655
0,15-10-2012,1700
0,15-10-2012,1705
0,15-10-2012,1710
0,15-10-2012,1715
0,15-10-2012,1720
0,15-10-2012,1725
0,15-10-2012,1730
0,15-10-2012,1735
0,15-10-2012,1740
4,15-10-2012,1745
0,15-10-2012,1750
0,15-10-2012,1755
30,15-10-2012,1800
0,15-10-2012,1805
7,15-10-2012,1810
0,15-10-2012,1815
32,15-10-2012,1820
54,15-10-2012,1825
83,15-10-2012,1830
0,15-10-2012,1835
203,15-10-2012,1840
581,15-10-2012,1845
55,15-10-2012,1850
310,15-10-2012,1855
437,15-10-2012,1900
0,15-10-2012,1905
46,15-10-2012,1910
0,15-10-2012,1915
0,15-10-2012,1920
50,15-10-2012,1925
0,15-10-2012,1930
0,15-10-2012,1935
0,15-10-2012,1940
0,15-10-2012,1945
0,15-10-2012,1950
0,15-10-2012,1955
0,15-10-2012,2000
0,15-10-2012,2005
0,15-10-2012,2010
65,15-10-2012,2015
0,15-10-2012,2020
0,15-10-2012,2025
0,15-10-2012,2030
0,15-10-2012,2035
0,15-10-2012,2040
0,15-10-2012,2045
0,15-10-2012,2050
0,15-10-2012,2055
22,15-10-2012,2100
8,15-10-2012,2105
0,15-10-2012,2110
9,15-10-2012,2115
0,15-10-2012,2120
0,15-10-2012,2125
152,15-10-2012,2130
406,15-10-2012,2135
86,15-10-2012,2140
0,15-10-2012,2145
8,15-10-2012,2150
17,15-10-2012,2155
0,15-10-2012,2200
0,15-10-2012,2205
0,15-10-2012,2210
0,15-10-2012,2215
0,15-10-2012,2220
0,15-10-2012,2225
0,15-10-2012,2230
0,15-10-2012,2235
0,15-10-2012,2240
0,15-10-2012,2245
0,15-10-2012,2250
0,15-10-2012,2255
0,15-10-2012,2300
16,15-10-2012,2305
0,15-10-2012,2310
0,15-10-2012,2315
0,15-10-2012,2320
0,15-10-2012,2325
0,15-10-2012,2330
0,15-10-2012,2335
0,15-10-2012,2340
0,15-10-2012,2345
0,15-10-2012,2350
0,15-10-2012,2355
0,16-10-2012,0
0,16-10-2012,5
0,16-10-2012,10
0,16-10-2012,15
0,16-10-2012,20
0,16-10-2012,25
0,16-10-2012,30
0,16-10-2012,35
0,16-10-2012,40
0,16-10-2012,45
0,16-10-2012,50
0,16-10-2012,55
0,16-10-2012,100
0,16-10-2012,105
0,16-10-2012,110
0,16-10-2012,115
0,16-10-2012,120
0,16-10-2012,125
0,16-10-2012,130
0,16-10-2012,135
4,16-10-2012,140
0,16-10-2012,145
0,16-10-2012,150
0,16-10-2012,155
0,16-10-2012,200
0,16-10-2012,205
0,16-10-2012,210
0,16-10-2012,215
0,16-10-2012,220
0,16-10-2012,225
0,16-10-2012,230
12,16-10-2012,235
0,16-10-2012,240
0,16-10-2012,245
0,16-10-2012,250
0,16-10-2012,255
0,16-10-2012,300
0,16-10-2012,305
0,16-10-2012,310
0,16-10-2012,315
0,16-10-2012,320
0,16-10-2012,325
0,16-10-2012,330
0,16-10-2012,335
0,16-10-2012,340
0,16-10-2012,345
0,16-10-2012,350
0,16-10-2012,355
0,16-10-2012,400
0,16-10-2012,405
0,16-10-2012,410
0,16-10-2012,415
0,16-10-2012,420
0,16-10-2012,425
0,16-10-2012,430
0,16-10-2012,435
0,16-10-2012,440
0,16-10-2012,445
0,16-10-2012,450
0,16-10-2012,455
0,16-10-2012,500
0,16-10-2012,505
12,16-10-2012,510
0,16-10-2012,515
0,16-10-2012,520
0,16-10-2012,525
0,16-10-2012,530
0,16-10-2012,535
0,16-10-2012,540
0,16-10-2012,545
12,16-10-2012,550
0,16-10-2012,555
0,16-10-2012,600
17,16-10-2012,605
0,16-10-2012,610
0,16-10-2012,615
0,16-10-2012,620
0,16-10-2012,625
58,16-10-2012,630
178,16-10-2012,635
15,16-10-2012,640
55,16-10-2012,645
55,16-10-2012,650
83,16-10-2012,655
29,16-10-2012,700
57,16-10-2012,705
13,16-10-2012,710
38,16-10-2012,715
166,16-10-2012,720
65,16-10-2012,725
86,16-10-2012,730
58,16-10-2012,735
135,16-10-2012,740
119,16-10-2012,745
0,16-10-2012,750
80,16-10-2012,755
146,16-10-2012,800
89,16-10-2012,805
317,16-10-2012,810
758,16-10-2012,815
750,16-10-2012,820
721,16-10-2012,825
697,16-10-2012,830
743,16-10-2012,835
755,16-10-2012,840
737,16-10-2012,845
495,16-10-2012,850
385,16-10-2012,855
36,16-10-2012,900
31,16-10-2012,905
71,16-10-2012,910
0,16-10-2012,915
56,16-10-2012,920
100,16-10-2012,925
0,16-10-2012,930
0,16-10-2012,935
0,16-10-2012,940
29,16-10-2012,945
0,16-10-2012,950
0,16-10-2012,955
0,16-10-2012,1000
0,16-10-2012,1005
16,16-10-2012,1010
433,16-10-2012,1015
143,16-10-2012,1020
7,16-10-2012,1025
232,16-10-2012,1030
0,16-10-2012,1035
0,16-10-2012,1040
0,16-10-2012,1045
0,16-10-2012,1050
46,16-10-2012,1055
0,16-10-2012,1100
0,16-10-2012,1105
0,16-10-2012,1110
0,16-10-2012,1115
0,16-10-2012,1120
0,16-10-2012,1125
0,16-10-2012,1130
0,16-10-2012,1135
0,16-10-2012,1140
0,16-10-2012,1145
0,16-10-2012,1150
0,16-10-2012,1155
0,16-10-2012,1200
0,16-10-2012,1205
36,16-10-2012,1210
0,16-10-2012,1215
16,16-10-2012,1220
92,16-10-2012,1225
96,16-10-2012,1230
0,16-10-2012,1235
56,16-10-2012,1240
0,16-10-2012,1245
21,16-10-2012,1250
308,16-10-2012,1255
120,16-10-2012,1300
0,16-10-2012,1305
0,16-10-2012,1310
0,16-10-2012,1315
0,16-10-2012,1320
81,16-10-2012,1325
11,16-10-2012,1330
57,16-10-2012,1335
0,16-10-2012,1340
0,16-10-2012,1345
0,16-10-2012,1350
0,16-10-2012,1355
0,16-10-2012,1400
0,16-10-2012,1405
28,16-10-2012,1410
41,16-10-2012,1415
179,16-10-2012,1420
143,16-10-2012,1425
13,16-10-2012,1430
0,16-10-2012,1435
0,16-10-2012,1440
0,16-10-2012,1445
0,16-10-2012,1450
0,16-10-2012,1455
0,16-10-2012,1500
211,16-10-2012,1505
0,16-10-2012,1510
168,16-10-2012,1515
0,16-10-2012,1520
8,16-10-2012,1525
0,16-10-2012,1530
0,16-10-2012,1535
0,16-10-2012,1540
0,16-10-2012,1545
0,16-10-2012,1550
0,16-10-2012,1555
0,16-10-2012,1600
0,16-10-2012,1605
0,16-10-2012,1610
0,16-10-2012,1615
0,16-10-2012,1620
0,16-10-2012,1625
0,16-10-2012,1630
0,16-10-2012,1635
10,16-10-2012,1640
0,16-10-2012,1645
0,16-10-2012,1650
0,16-10-2012,1655
260,16-10-2012,1700
464,16-10-2012,1705
0,16-10-2012,1710
15,16-10-2012,1715
7,16-10-2012,1720
20,16-10-2012,1725
0,16-10-2012,1730
0,16-10-2012,1735
15,16-10-2012,1740
0,16-10-2012,1745
0,16-10-2012,1750
0,16-10-2012,1755
86,16-10-2012,1800
24,16-10-2012,1805
26,16-10-2012,1810
19,16-10-2012,1815
17,16-10-2012,1820
0,16-10-2012,1825
26,16-10-2012,1830
107,16-10-2012,1835
513,16-10-2012,1840
318,16-10-2012,1845
325,16-10-2012,1850
467,16-10-2012,1855
494,16-10-2012,1900
426,16-10-2012,1905
70,16-10-2012,1910
67,16-10-2012,1915
45,16-10-2012,1920
39,16-10-2012,1925
60,16-10-2012,1930
19,16-10-2012,1935
63,16-10-2012,1940
39,16-10-2012,1945
0,16-10-2012,1950
0,16-10-2012,1955
0,16-10-2012,2000
0,16-10-2012,2005
0,16-10-2012,2010
0,16-10-2012,2015
0,16-10-2012,2020
0,16-10-2012,2025
0,16-10-2012,2030
0,16-10-2012,2035
0,16-10-2012,2040
0,16-10-2012,2045
88,16-10-2012,2050
0,16-10-2012,2055
0,16-10-2012,2100
0,16-10-2012,2105
0,16-10-2012,2110
0,16-10-2012,2115
0,16-10-2012,2120
0,16-10-2012,2125
0,16-10-2012,2130
0,16-10-2012,2135
0,16-10-2012,2140
0,16-10-2012,2145
0,16-10-2012,2150
0,16-10-2012,2155
0,16-10-2012,2200
0,16-10-2012,2205
0,16-10-2012,2210
0,16-10-2012,2215
74,16-10-2012,2220
0,16-10-2012,2225
0,16-10-2012,2230
0,16-10-2012,2235
0,16-10-2012,2240
0,16-10-2012,2245
0,16-10-2012,2250
0,16-10-2012,2255
0,16-10-2012,2300
0,16-10-2012,2305
0,16-10-2012,2310
0,16-10-2012,2315
0,16-10-2012,2320
0,16-10-2012,2325
56,16-10-2012,2330
0,16-10-2012,2335
0,16-10-2012,2340
0,16-10-2012,2345
0,16-10-2012,2350
0,16-10-2012,2355
0,17-10-2012,0
0,17-10-2012,5
0,17-10-2012,10
0,17-10-2012,15
0,17-10-2012,20
0,17-10-2012,25
0,17-10-2012,30
0,17-10-2012,35
0,17-10-2012,40
72,17-10-2012,45
8,17-10-2012,50
0,17-10-2012,55
17,17-10-2012,100
0,17-10-2012,105
0,17-10-2012,110
0,17-10-2012,115
0,17-10-2012,120
0,17-10-2012,125
0,17-10-2012,130
0,17-10-2012,135
0,17-10-2012,140
0,17-10-2012,145
0,17-10-2012,150
0,17-10-2012,155
0,17-10-2012,200
0,17-10-2012,205
0,17-10-2012,210
0,17-10-2012,215
0,17-10-2012,220
0,17-10-2012,225
0,17-10-2012,230
0,17-10-2012,235
0,17-10-2012,240
0,17-10-2012,245
0,17-10-2012,250
0,17-10-2012,255
0,17-10-2012,300
0,17-10-2012,305
0,17-10-2012,310
0,17-10-2012,315
0,17-10-2012,320
0,17-10-2012,325
0,17-10-2012,330
8,17-10-2012,335
0,17-10-2012,340
4,17-10-2012,345
0,17-10-2012,350
0,17-10-2012,355
5,17-10-2012,400
0,17-10-2012,405
0,17-10-2012,410
0,17-10-2012,415
0,17-10-2012,420
0,17-10-2012,425
43,17-10-2012,430
0,17-10-2012,435
0,17-10-2012,440
0,17-10-2012,445
0,17-10-2012,450
0,17-10-2012,455
0,17-10-2012,500
9,17-10-2012,505
39,17-10-2012,510
0,17-10-2012,515
0,17-10-2012,520
0,17-10-2012,525
0,17-10-2012,530
0,17-10-2012,535
0,17-10-2012,540
0,17-10-2012,545
0,17-10-2012,550
0,17-10-2012,555
0,17-10-2012,600
0,17-10-2012,605
0,17-10-2012,610
8,17-10-2012,615
43,17-10-2012,620
0,17-10-2012,625
0,17-10-2012,630
0,17-10-2012,635
33,17-10-2012,640
0,17-10-2012,645
17,17-10-2012,650
31,17-10-2012,655
45,17-10-2012,700
23,17-10-2012,705
35,17-10-2012,710
0,17-10-2012,715
37,17-10-2012,720
127,17-10-2012,725
7,17-10-2012,730
10,17-10-2012,735
0,17-10-2012,740
26,17-10-2012,745
66,17-10-2012,750
74,17-10-2012,755
540,17-10-2012,800
364,17-10-2012,805
344,17-10-2012,810
652,17-10-2012,815
680,17-10-2012,820
680,17-10-2012,825
744,17-10-2012,830
720,17-10-2012,835
701,17-10-2012,840
266,17-10-2012,845
0,17-10-2012,850
103,17-10-2012,855
668,17-10-2012,900
101,17-10-2012,905
0,17-10-2012,910
0,17-10-2012,915
0,17-10-2012,920
0,17-10-2012,925
0,17-10-2012,930
0,17-10-2012,935
0,17-10-2012,940
0,17-10-2012,945
0,17-10-2012,950
0,17-10-2012,955
92,17-10-2012,1000
0,17-10-2012,1005
0,17-10-2012,1010
0,17-10-2012,1015
0,17-10-2012,1020
16,17-10-2012,1025
0,17-10-2012,1030
0,17-10-2012,1035
0,17-10-2012,1040
0,17-10-2012,1045
0,17-10-2012,1050
0,17-10-2012,1055
0,17-10-2012,1100
16,17-10-2012,1105
17,17-10-2012,1110
199,17-10-2012,1115
429,17-10-2012,1120
0,17-10-2012,1125
186,17-10-2012,1130
160,17-10-2012,1135
0,17-10-2012,1140
0,17-10-2012,1145
0,17-10-2012,1150
0,17-10-2012,1155
0,17-10-2012,1200
0,17-10-2012,1205
0,17-10-2012,1210
0,17-10-2012,1215
0,17-10-2012,1220
143,17-10-2012,1225
86,17-10-2012,1230
0,17-10-2012,1235
0,17-10-2012,1240
0,17-10-2012,1245
0,17-10-2012,1250
0,17-10-2012,1255
30,17-10-2012,1300
0,17-10-2012,1305
0,17-10-2012,1310
8,17-10-2012,1315
0,17-10-2012,1320
285,17-10-2012,1325
146,17-10-2012,1330
3,17-10-2012,1335
0,17-10-2012,1340
0,17-10-2012,1345
0,17-10-2012,1350
0,17-10-2012,1355
0,17-10-2012,1400
0,17-10-2012,1405
0,17-10-2012,1410
0,17-10-2012,1415
0,17-10-2012,1420
0,17-10-2012,1425
0,17-10-2012,1430
0,17-10-2012,1435
0,17-10-2012,1440
0,17-10-2012,1445
241,17-10-2012,1450
11,17-10-2012,1455
0,17-10-2012,1500
0,17-10-2012,1505
0,17-10-2012,1510
0,17-10-2012,1515
0,17-10-2012,1520
80,17-10-2012,1525
0,17-10-2012,1530
0,17-10-2012,1535
0,17-10-2012,1540
0,17-10-2012,1545
86,17-10-2012,1550
48,17-10-2012,1555
28,17-10-2012,1600
0,17-10-2012,1605
0,17-10-2012,1610
0,17-10-2012,1615
0,17-10-2012,1620
0,17-10-2012,1625
0,17-10-2012,1630
0,17-10-2012,1635
0,17-10-2012,1640
0,17-10-2012,1645
0,17-10-2012,1650
137,17-10-2012,1655
40,17-10-2012,1700
0,17-10-2012,1705
0,17-10-2012,1710
63,17-10-2012,1715
163,17-10-2012,1720
408,17-10-2012,1725
153,17-10-2012,1730
0,17-10-2012,1735
12,17-10-2012,1740
0,17-10-2012,1745
8,17-10-2012,1750
0,17-10-2012,1755
0,17-10-2012,1800
0,17-10-2012,1805
0,17-10-2012,1810
115,17-10-2012,1815
31,17-10-2012,1820
52,17-10-2012,1825
60,17-10-2012,1830
0,17-10-2012,1835
0,17-10-2012,1840
42,17-10-2012,1845
178,17-10-2012,1850
479,17-10-2012,1855
297,17-10-2012,1900
371,17-10-2012,1905
483,17-10-2012,1910
319,17-10-2012,1915
26,17-10-2012,1920
14,17-10-2012,1925
79,17-10-2012,1930
0,17-10-2012,1935
0,17-10-2012,1940
0,17-10-2012,1945
47,17-10-2012,1950
0,17-10-2012,1955
0,17-10-2012,2000
0,17-10-2012,2005
0,17-10-2012,2010
0,17-10-2012,2015
0,17-10-2012,2020
0,17-10-2012,2025
0,17-10-2012,2030
0,17-10-2012,2035
0,17-10-2012,2040
0,17-10-2012,2045
0,17-10-2012,2050
0,17-10-2012,2055
0,17-10-2012,2100
88,17-10-2012,2105
68,17-10-2012,2110
6,17-10-2012,2115
0,17-10-2012,2120
0,17-10-2012,2125
0,17-10-2012,2130
0,17-10-2012,2135
0,17-10-2012,2140
8,17-10-2012,2145
0,17-10-2012,2150
0,17-10-2012,2155
0,17-10-2012,2200
0,17-10-2012,2205
0,17-10-2012,2210
0,17-10-2012,2215
8,17-10-2012,2220
0,17-10-2012,2225
8,17-10-2012,2230
0,17-10-2012,2235
0,17-10-2012,2240
0,17-10-2012,2245
0,17-10-2012,2250
0,17-10-2012,2255
0,17-10-2012,2300
0,17-10-2012,2305
0,17-10-2012,2310
0,17-10-2012,2315
0,17-10-2012,2320
0,17-10-2012,2325
0,17-10-2012,2330
0,17-10-2012,2335
0,17-10-2012,2340
0,17-10-2012,2345
0,17-10-2012,2350
29,17-10-2012,2355
0,18-10-2012,0
0,18-10-2012,5
0,18-10-2012,10
0,18-10-2012,15
0,18-10-2012,20
11,18-10-2012,25
0,18-10-2012,30
0,18-10-2012,35
0,18-10-2012,40
0,18-10-2012,45
0,18-10-2012,50
0,18-10-2012,55
0,18-10-2012,100
0,18-10-2012,105
0,18-10-2012,110
0,18-10-2012,115
0,18-10-2012,120
0,18-10-2012,125
42,18-10-2012,130
0,18-10-2012,135
0,18-10-2012,140
0,18-10-2012,145
0,18-10-2012,150
0,18-10-2012,155
0,18-10-2012,200
0,18-10-2012,205
0,18-10-2012,210
0,18-10-2012,215
0,18-10-2012,220
0,18-10-2012,225
0,18-10-2012,230
0,18-10-2012,235
0,18-10-2012,240
0,18-10-2012,245
0,18-10-2012,250
0,18-10-2012,255
0,18-10-2012,300
0,18-10-2012,305
0,18-10-2012,310
0,18-10-2012,315
0,18-10-2012,320
0,18-10-2012,325
0,18-10-2012,330
12,18-10-2012,335
0,18-10-2012,340
0,18-10-2012,345
0,18-10-2012,350
0,18-10-2012,355
0,18-10-2012,400
0,18-10-2012,405
0,18-10-2012,410
0,18-10-2012,415
9,18-10-2012,420
0,18-10-2012,425
0,18-10-2012,430
0,18-10-2012,435
0,18-10-2012,440
0,18-10-2012,445
68,18-10-2012,450
0,18-10-2012,455
0,18-10-2012,500
0,18-10-2012,505
0,18-10-2012,510
0,18-10-2012,515
0,18-10-2012,520
8,18-10-2012,525
0,18-10-2012,530
0,18-10-2012,535
0,18-10-2012,540
0,18-10-2012,545
0,18-10-2012,550
11,18-10-2012,555
0,18-10-2012,600
0,18-10-2012,605
0,18-10-2012,610
20,18-10-2012,615
0,18-10-2012,620
65,18-10-2012,625
22,18-10-2012,630
0,18-10-2012,635
0,18-10-2012,640
33,18-10-2012,645
32,18-10-2012,650
81,18-10-2012,655
62,18-10-2012,700
0,18-10-2012,705
12,18-10-2012,710
68,18-10-2012,715
0,18-10-2012,720
0,18-10-2012,725
114,18-10-2012,730
20,18-10-2012,735
0,18-10-2012,740
0,18-10-2012,745
0,18-10-2012,750
0,18-10-2012,755
105,18-10-2012,800
48,18-10-2012,805
619,18-10-2012,810
759,18-10-2012,815
735,18-10-2012,820
618,18-10-2012,825
446,18-10-2012,830
757,18-10-2012,835
608,18-10-2012,840
568,18-10-2012,845
571,18-10-2012,850
355,18-10-2012,855
55,18-10-2012,900
32,18-10-2012,905
79,18-10-2012,910
49,18-10-2012,915
0,18-10-2012,920
0,18-10-2012,925
0,18-10-2012,930
0,18-10-2012,935
0,18-10-2012,940
0,18-10-2012,945
0,18-10-2012,950
0,18-10-2012,955
0,18-10-2012,1000
0,18-10-2012,1005
0,18-10-2012,1010
0,18-10-2012,1015
0,18-10-2012,1020
0,18-10-2012,1025
0,18-10-2012,1030
0,18-10-2012,1035
0,18-10-2012,1040
0,18-10-2012,1045
0,18-10-2012,1050
0,18-10-2012,1055
0,18-10-2012,1100
0,18-10-2012,1105
0,18-10-2012,1110
0,18-10-2012,1115
0,18-10-2012,1120
0,18-10-2012,1125
0,18-10-2012,1130
0,18-10-2012,1135
0,18-10-2012,1140
0,18-10-2012,1145
0,18-10-2012,1150
0,18-10-2012,1155
0,18-10-2012,1200
0,18-10-2012,1205
0,18-10-2012,1210
193,18-10-2012,1215
37,18-10-2012,1220
0,18-10-2012,1225
0,18-10-2012,1230
0,18-10-2012,1235
0,18-10-2012,1240
0,18-10-2012,1245
0,18-10-2012,1250
0,18-10-2012,1255
0,18-10-2012,1300
0,18-10-2012,1305
0,18-10-2012,1310
0,18-10-2012,1315
0,18-10-2012,1320
0,18-10-2012,1325
0,18-10-2012,1330
0,18-10-2012,1335
0,18-10-2012,1340
0,18-10-2012,1345
0,18-10-2012,1350
0,18-10-2012,1355
0,18-10-2012,1400
0,18-10-2012,1405
0,18-10-2012,1410
0,18-10-2012,1415
0,18-10-2012,1420
0,18-10-2012,1425
0,18-10-2012,1430
63,18-10-2012,1435
4,18-10-2012,1440
0,18-10-2012,1445
0,18-10-2012,1450
0,18-10-2012,1455
0,18-10-2012,1500
0,18-10-2012,1505
0,18-10-2012,1510
0,18-10-2012,1515
0,18-10-2012,1520
0,18-10-2012,1525
0,18-10-2012,1530
64,18-10-2012,1535
468,18-10-2012,1540
127,18-10-2012,1545
504,18-10-2012,1550
286,18-10-2012,1555
44,18-10-2012,1600
61,18-10-2012,1605
27,18-10-2012,1610
0,18-10-2012,1615
0,18-10-2012,1620
0,18-10-2012,1625
0,18-10-2012,1630
0,18-10-2012,1635
0,18-10-2012,1640
0,18-10-2012,1645
0,18-10-2012,1650
0,18-10-2012,1655
0,18-10-2012,1700
0,18-10-2012,1705
0,18-10-2012,1710
0,18-10-2012,1715
0,18-10-2012,1720
0,18-10-2012,1725
0,18-10-2012,1730
0,18-10-2012,1735
0,18-10-2012,1740
21,18-10-2012,1745
106,18-10-2012,1750
0,18-10-2012,1755
0,18-10-2012,1800
163,18-10-2012,1805
0,18-10-2012,1810
168,18-10-2012,1815
0,18-10-2012,1820
111,18-10-2012,1825
8,18-10-2012,1830
8,18-10-2012,1835
26,18-10-2012,1840
20,18-10-2012,1845
0,18-10-2012,1850
21,18-10-2012,1855
0,18-10-2012,1900
168,18-10-2012,1905
42,18-10-2012,1910
0,18-10-2012,1915
0,18-10-2012,1920
0,18-10-2012,1925
0,18-10-2012,1930
0,18-10-2012,1935
5,18-10-2012,1940
0,18-10-2012,1945
62,18-10-2012,1950
17,18-10-2012,1955
0,18-10-2012,2000
0,18-10-2012,2005
0,18-10-2012,2010
0,18-10-2012,2015
0,18-10-2012,2020
0,18-10-2012,2025
0,18-10-2012,2030
0,18-10-2012,2035
0,18-10-2012,2040
0,18-10-2012,2045
0,18-10-2012,2050
0,18-10-2012,2055
0,18-10-2012,2100
0,18-10-2012,2105
0,18-10-2012,2110
0,18-10-2012,2115
0,18-10-2012,2120
23,18-10-2012,2125
43,18-10-2012,2130
0,18-10-2012,2135
0,18-10-2012,2140
0,18-10-2012,2145
0,18-10-2012,2150
0,18-10-2012,2155
50,18-10-2012,2200
0,18-10-2012,2205
17,18-10-2012,2210
5,18-10-2012,2215
0,18-10-2012,2220
0,18-10-2012,2225
0,18-10-2012,2230
0,18-10-2012,2235
0,18-10-2012,2240
0,18-10-2012,2245
0,18-10-2012,2250
0,18-10-2012,2255
0,18-10-2012,2300
0,18-10-2012,2305
0,18-10-2012,2310
0,18-10-2012,2315
0,18-10-2012,2320
0,18-10-2012,2325
0,18-10-2012,2330
0,18-10-2012,2335
0,18-10-2012,2340
0,18-10-2012,2345
0,18-10-2012,2350
0,18-10-2012,2355
0,19-10-2012,0
0,19-10-2012,5
0,19-10-2012,10
0,19-10-2012,15
0,19-10-2012,20
0,19-10-2012,25
0,19-10-2012,30
0,19-10-2012,35
0,19-10-2012,40
0,19-10-2012,45
8,19-10-2012,50
0,19-10-2012,55
0,19-10-2012,100
0,19-10-2012,105
0,19-10-2012,110
0,19-10-2012,115
0,19-10-2012,120
0,19-10-2012,125
0,19-10-2012,130
0,19-10-2012,135
0,19-10-2012,140
0,19-10-2012,145
0,19-10-2012,150
0,19-10-2012,155
0,19-10-2012,200
0,19-10-2012,205
0,19-10-2012,210
0,19-10-2012,215
0,19-10-2012,220
0,19-10-2012,225
0,19-10-2012,230
0,19-10-2012,235
0,19-10-2012,240
0,19-10-2012,245
0,19-10-2012,250
0,19-10-2012,255
0,19-10-2012,300
0,19-10-2012,305
0,19-10-2012,310
0,19-10-2012,315
0,19-10-2012,320
0,19-10-2012,325
0,19-10-2012,330
0,19-10-2012,335
0,19-10-2012,340
0,19-10-2012,345
0,19-10-2012,350
0,19-10-2012,355
0,19-10-2012,400
0,19-10-2012,405
0,19-10-2012,410
0,19-10-2012,415
9,19-10-2012,420
0,19-10-2012,425
0,19-10-2012,430
0,19-10-2012,435
0,19-10-2012,440
0,19-10-2012,445
5,19-10-2012,450
7,19-10-2012,455
0,19-10-2012,500
0,19-10-2012,505
0,19-10-2012,510
0,19-10-2012,515
0,19-10-2012,520
0,19-10-2012,525
0,19-10-2012,530
0,19-10-2012,535
0,19-10-2012,540
0,19-10-2012,545
0,19-10-2012,550
0,19-10-2012,555
0,19-10-2012,600
0,19-10-2012,605
20,19-10-2012,610
